datetime,product,vt_symbol,role,near,far,prev_pos,curr_pos,change,direction,price
2024-02-06,IM,IM2406.CFFEX,unknown,IM2403.CFFEX,IM2402.CFFEX,-12,0,12,BUY,4454.0
2024-02-07,IM,IM2403.CFFEX,near,IM2403.CFFEX,IM2406.CFFEX,0,10,10,BUY,4793.0
2024-02-07,IM,IM2406.CFFEX,far,IM2403.CFFEX,IM2406.CFFEX,0,-10,-10,SELL,4715.0
2024-03-11,IM,IM2403.CFFEX,near,IM2403.CFFEX,IM2406.CFFEX,10,0,-10,SELL,5463.0
2024-03-11,IM,IM2406.CFFEX,far,IM2403.CFFEX,IM2406.CFFEX,-10,0,10,BUY,5319.6
2024-05-06,IM,IM2406.CFFEX,near,IM2406.CFFEX,IM2409.CFFEX,0,9,9,BUY,5548.6
2024-05-06,IM,IM2409.CFFEX,far,IM2406.CFFEX,IM2409.CFFEX,0,-9,-9,SELL,5461.8
2024-06-17,IM,IM2406.CFFEX,near,IM2406.CFFEX,IM2409.CFFEX,9,0,-9,SELL,5173.8
2024-06-17,IM,IM2409.CFFEX,far,IM2406.CFFEX,IM2409.CFFEX,-9,0,9,BUY,5044.0
2024-08-13,IM,IM2409.CFFEX,near,IM2409.CFFEX,IM2412.CFFEX,0,10,10,BUY,4639.0
2024-08-13,IM,IM2412.CFFEX,far,IM2409.CFFEX,IM2412.CFFEX,0,-10,-10,SELL,4539.4
2024-09-18,IM,IM2409.CFFEX,near,IM2409.CFFEX,IM2409.CFFEX,10,0,-10,SELL,4405.0
2024-09-18,IM,IM2412.CFFEX,unknown,IM2409.CFFEX,IM2409.CFFEX,-10,0,10,BUY,4290.6
2024-11-01,IM,IM2412.CFFEX,near,IM2412.CFFEX,IM2503.CFFEX,0,8,8,BUY,5890.0
2024-11-01,IM,IM2503.CFFEX,far,IM2412.CFFEX,IM2503.CFFEX,0,-8,-8,SELL,5809.0
2024-12-16,IM,IM2412.CFFEX,near,IM2412.CFFEX,IM2503.CFFEX,8,0,-8,SELL,6263.4
2024-12-16,IM,IM2503.CFFEX,far,IM2412.CFFEX,IM2503.CFFEX,-8,0,8,BUY,6142.0
2025-02-11,IM,IM2503.CFFEX,near,IM2503.CFFEX,IM2506.CFFEX,0,8,8,BUY,6133.2
2025-02-11,IM,IM2506.CFFEX,far,IM2503.CFFEX,IM2506.CFFEX,0,-8,-8,SELL,6005.6
2025-03-17,IM,IM2503.CFFEX,near,IM2503.CFFEX,IM2506.CFFEX,8,0,-8,SELL,6543.4
2025-03-17,IM,IM2506.CFFEX,far,IM2503.CFFEX,IM2506.CFFEX,-8,0,8,BUY,6337.6
2025-03-18,IM,IM2503.CFFEX,near,IM2503.CFFEX,IM2506.CFFEX,0,7,7,BUY,6577.0
2025-03-18,IM,IM2506.CFFEX,far,IM2503.CFFEX,IM2506.CFFEX,0,-7,-7,SELL,6369.4
2025-03-19,IM,IM2503.CFFEX,near,IM2503.CFFEX,IM2506.CFFEX,7,0,-7,SELL,6550.0
2025-03-19,IM,IM2506.CFFEX,far,IM2503.CFFEX,IM2506.CFFEX,-7,0,7,BUY,6339.2
2025-05-06,IM,IM2506.CFFEX,near,IM2506.CFFEX,IM2509.CFFEX,0,8,8,BUY,5953.2
2025-05-06,IM,IM2509.CFFEX,far,IM2506.CFFEX,IM2509.CFFEX,0,-8,-8,SELL,5774.0
2025-05-22,IM,IM2506.CFFEX,near,IM2506.CFFEX,IM2509.CFFEX,8,0,-8,SELL,5950.0
2025-05-22,IM,IM2509.CFFEX,far,IM2506.CFFEX,IM2509.CFFEX,-8,0,8,BUY,5708.2
2025-05-29,IM,IM2506.CFFEX,near,IM2506.CFFEX,IM2509.CFFEX,0,8,8,BUY,6031.0
2025-05-29,IM,IM2509.CFFEX,far,IM2506.CFFEX,IM2509.CFFEX,0,-8,-8,SELL,5785.2
2025-06-12,IM,IM2506.CFFEX,near,IM2506.CFFEX,IM2509.CFFEX,8,0,-8,SELL,6156.8
2025-06-12,IM,IM2509.CFFEX,far,IM2506.CFFEX,IM2509.CFFEX,-8,0,8,BUY,5896.6
2025-08-14,IM,IM2509.CFFEX,near,IM2509.CFFEX,IM2512.CFFEX,0,7,7,BUY,6929.2
2025-08-14,IM,IM2512.CFFEX,far,IM2509.CFFEX,IM2512.CFFEX,0,-7,-7,SELL,6755.0
2025-09-15,IM,IM2509.CFFEX,near,IM2509.CFFEX,IM2512.CFFEX,7,0,-7,SELL,7368.6
2025-09-15,IM,IM2512.CFFEX,far,IM2509.CFFEX,IM2512.CFFEX,-7,0,7,BUY,7143.2
2025-11-03,IM,IM2512.CFFEX,near,IM2512.CFFEX,IM2603.CFFEX,0,6,6,BUY,7398.0
2025-11-03,IM,IM2603.CFFEX,far,IM2512.CFFEX,IM2603.CFFEX,0,-6,-6,SELL,7193.0
2025-11-18,IM,IM2512.CFFEX,near,IM2512.CFFEX,IM2603.CFFEX,6,0,-6,SELL,7351.8
2025-11-18,IM,IM2603.CFFEX,far,IM2512.CFFEX,IM2603.CFFEX,-6,0,6,BUY,7116.8
2025-11-21,IM,IM2512.CFFEX,near,IM2512.CFFEX,IM2603.CFFEX,0,7,7,BUY,7018.2
2025-11-21,IM,IM2603.CFFEX,far,IM2512.CFFEX,IM2603.CFFEX,0,-7,-7,SELL,6802.8
2025-12-10,IM,IM2512.CFFEX,near,IM2512.CFFEX,IM2603.CFFEX,7,-6,-13,SELL,7371.4
2025-12-10,IM,IM2603.CFFEX,far,IM2512.CFFEX,IM2603.CFFEX,-7,6,13,BUY,7123.0
2025-12-11,IM,IM2512.CFFEX,near,IM2512.CFFEX,IM2603.CFFEX,-6,6,12,BUY,7304.6
2025-12-11,IM,IM2603.CFFEX,far,IM2512.CFFEX,IM2603.CFFEX,6,-6,-12,SELL,7063.0
2025-12-15,IM,IM2512.CFFEX,near,IM2512.CFFEX,IM2603.CFFEX,6,0,-6,SELL,7308.0
2025-12-15,IM,IM2603.CFFEX,far,IM2512.CFFEX,IM2603.CFFEX,-6,0,6,BUY,7073.0
2026-02-02,IM,IM2603.CFFEX,near,IM2603.CFFEX,IM2606.CFFEX,0,6,6,BUY,7871.8
2026-02-02,IM,IM2606.CFFEX,far,IM2603.CFFEX,IM2606.CFFEX,0,-6,-6,SELL,7701.6
2026-03-13,IM,IM2603.CFFEX,near,IM2603.CFFEX,IM2603.CFFEX,6,0,-6,SELL,8187.0
2026-03-13,IM,IM2606.CFFEX,unknown,IM2603.CFFEX,IM2603.CFFEX,-6,0,6,BUY,7951.2
2026-05-06,IM,IM2606.CFFEX,near,IM2606.CFFEX,IM2609.CFFEX,0,5,5,BUY,8461.6
2026-05-06,IM,IM2609.CFFEX,far,IM2606.CFFEX,IM2609.CFFEX,0,-5,-5,SELL,8268.2
2026-06-15,IM,IM2606.CFFEX,near,IM2606.CFFEX,IM2606.CFFEX,5,0,-5,SELL,8475.2
2026-06-15,IM,IM2609.CFFEX,unknown,IM2606.CFFEX,IM2606.CFFEX,-5,0,5,BUY,8244.6
