datetime,balance,drawdown,ddpercent
2024-06-21,9866276.705999998,-143950.46200000122,-0.014380339185525387
2024-06-24,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-06-25,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-06-26,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-06-27,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-06-28,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-01,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-02,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-03,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-04,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-05,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-08,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-09,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-10,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-11,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-12,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-15,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-16,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-17,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-18,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-19,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-22,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-23,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-24,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-25,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-26,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-29,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-30,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-07-31,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-08-01,9886019.033999998,-124208.13400000148,-0.012408123403738671
2024-08-02,9892168.457999999,-118058.7100000009,-0.011793809273120473
2024-08-05,9893488.457999999,-116738.7100000009,-0.011661944133813777
2024-08-06,9893488.457999999,-116738.7100000009,-0.011661944133813777
2024-08-07,9892288.457999999,-117938.7100000009,-0.011781821533183502
2024-08-08,9889408.457999999,-120818.7100000009,-0.01206952729167084
2024-08-09,9891808.457999999,-118418.7100000009,-0.01182977249293139
2024-08-12,9890608.457999999,-119618.7100000009,-0.011949649892301115
2024-08-13,9890728.457999999,-119498.7100000009,-0.011937662152364142
2024-08-14,9911175.077999998,-99052.09000000171,-0.009895089126113399
2024-08-15,9915443.075999998,-94784.09200000204,-0.00946872537548411
2024-08-16,9912743.075999998,-97484.09200000204,-0.00973844952406599
2024-08-19,9912743.075999998,-97484.09200000204,-0.00973844952406599
2024-08-20,9915803.075999998,-94424.09200000204,-0.009432762155673194
2024-08-21,9913283.075999998,-96944.09200000204,-0.009684504694349614
2024-08-22,9916523.075999998,-93704.09200000204,-0.009360835716051358
2024-08-23,9910643.075999998,-99584.09200000204,-0.009948234972963007
2024-08-26,9910283.075999998,-99944.09200000204,-0.009984198192773925
2024-08-27,9908483.075999998,-101744.09200000204,-0.010164014291828512
2024-08-28,9911903.075999998,-98324.09200000204,-0.009822363703624798
2024-08-29,9906263.075999998,-103964.09200000204,-0.010385787480662502
2024-08-30,9907043.075999998,-103184.09200000204,-0.01030786717107218
2024-09-02,9910703.075999998,-99524.09200000204,-0.009942241102994522
2024-09-03,9916103.075999998,-94124.09200000204,-0.009402792805830762
2024-09-04,9918923.075999998,-91304.09200000204,-0.00912108091731191
2024-09-05,9916463.075999998,-93764.09200000204,-0.009366829586019846
2024-09-06,9924203.075999998,-86024.09200000204,-0.008593620360085123
2024-09-09,9922883.075999998,-87344.09200000204,-0.00872548549939182
2024-09-10,9926663.075999998,-83564.09200000204,-0.008347871691377188
2024-09-11,9931823.075999998,-78404.09200000204,-0.007832398874087374
2024-09-12,9931043.075999998,-79184.09200000204,-0.007910319183677695
2024-09-13,9927503.075999998,-82724.09200000204,-0.008263957511818382
2024-09-18,9930724.829999998,-79502.33800000139,-0.007942111269377477
2024-09-19,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-20,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-23,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-24,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-25,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-26,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-27,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-09-30,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-08,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-09,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-10,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-11,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-14,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-15,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-16,9929480.957999999,-80746.2100000009,-0.00806637138646811
2024-10-17,9929480.957999999,-80746.2100000009,-0.00806637138646811
