datetime,IM.CFFEX,IC.CFFEX,IF.CFFEX
2026-01-21,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-22,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-23,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-26,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-27,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-28,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-29,169368.3639999996,-60810.15999999973,108627.10199999879
2026-01-30,169368.3639999996,-60810.15999999973,108627.10199999879
2026-02-02,169368.3639999996,-60810.15999999973,108627.10199999879
2026-02-03,159613.83599999952,-64494.15999999987,115873.4819999988
2026-02-04,162093.83599999943,-62414.15999999958,116233.48199999901
2026-02-05,162653.83599999966,-58254.15999999973,116593.48199999868
2026-02-06,162813.83599999952,-60734.16000000002,115513.48199999912
2026-02-09,166573.83599999972,-62894.15999999987,117073.4819999988
2026-02-10,165213.8359999995,-60814.159999999945,119353.48199999891
2026-02-11,160573.83599999934,-60974.16000000016,119953.48199999891
2026-02-12,161213.8359999995,-61934.16000000002,119473.4819999988
2026-02-13,165773.83599999934,-57694.15999999987,122953.48199999891
2026-02-24,162973.83599999934,-61694.15999999987,124873.4819999988
2026-02-25,162093.83599999978,-64814.15999999958,120073.4819999988
2026-02-26,172013.8359999995,-57454.15999999973,123673.4819999988
2026-02-27,179133.8359999992,-53374.16000000016,123313.48199999912
2026-03-02,176093.83599999905,-51454.15999999973,126673.4819999988
2026-03-03,170813.8359999995,-49454.15999999938,125953.48199999836
2026-03-04,174493.83599999943,-44014.15999999996,129673.4819999988
2026-03-05,179613.8359999995,-34254.15999999974,136513.48199999856
2026-03-06,182733.8359999992,-32734.15999999967,136873.4819999988
2026-03-09,186893.83599999943,-27374.159999999814,136393.48199999868
2026-03-10,183213.8359999995,-39614.159999999596,136873.4819999988
2026-03-11,188333.83599999954,-37214.159999999596,138553.4819999989
2026-03-12,192493.83599999978,-27875.135999999595,139513.4819999986
2026-03-13,193133.83599999954,-27875.135999999595,143713.4819999986
2026-03-16,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-17,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-18,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-19,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-20,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-23,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-24,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-25,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-26,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-27,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-30,193607.18799999927,-27875.135999999595,145198.34999999893
2026-03-31,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-01,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-02,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-03,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-07,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-08,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-09,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-10,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-13,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-14,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-15,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-16,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-17,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-20,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-21,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-22,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-23,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-24,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-27,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-28,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-29,193607.18799999927,-27875.135999999595,145198.34999999893
2026-04-30,193607.18799999927,-27875.135999999595,145198.34999999893
2026-05-06,193607.18799999927,-27875.135999999595,145198.34999999893
2026-05-07,195030.99199999947,-28134.543999999667,146346.74999999872
2026-05-08,195710.9919999994,-28214.543999999594,130986.74999999904
2026-05-11,196990.99199999933,-26454.543999999376,176466.74999999916
2026-05-12,197270.99199999927,-26414.543999999594,175866.74999999916
2026-05-13,196510.99199999942,-26254.543999999376,210186.74999999904
2026-05-14,196230.99199999913,-26414.543999999594,159546.74999999872
2026-05-15,195870.99199999962,-27534.543999999667,123306.74999999894
2026-05-18,197790.99199999933,-24854.543999999376,110106.74999999894
2026-05-19,199110.9919999994,-24054.543999999376,116826.74999999884
2026-05-20,199510.9919999994,-20014.543999999594,112866.74999999916
2026-05-21,196350.99199999953,-22294.543999999703,74706.74999999894
2026-05-22,199190.99199999933,-21534.543999999303,101826.74999999884
2026-05-25,200670.99199999927,-18734.543999999667,140466.74999999916
2026-05-26,201750.99199999956,-17814.543999999594,168426.74999999884
2026-05-27,201670.99199999962,-18454.54399999974,143226.74999999884
2026-05-28,202710.9919999994,-17454.543999999376,142506.74999999895
2026-05-29,201670.99199999924,-16174.543999999449,137586.74999999907
2026-06-01,200110.9919999992,-18054.543999999376,115506.74999999895
2026-06-02,198950.99199999953,-19574.54399999963,156066.74999999919
2026-06-03,201110.9919999994,-18214.543999999412,177186.74999999907
2026-06-04,201310.9919999992,-18214.543999999412,151506.74999999895
2026-06-05,202550.99199999918,-16334.543999999485,94986.74999999907
2026-06-08,201230.99199999947,-18374.54399999945,38466.74999999918
2026-06-09,203390.99199999933,-15894.543999999521,38466.74999999918
2026-06-10,204350.99199999936,-15774.54399999963,38466.74999999918
2026-06-11,203270.99199999924,-16334.543999999485,38466.74999999918
2026-06-12,202950.99199999915,-16374.54399999963,38466.74999999918
2026-06-15,201430.99199999945,-18654.54399999974,38466.74999999918
2026-06-16,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-17,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-18,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-22,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-23,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-24,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-25,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-26,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-29,202456.8679999993,-22026.04399999952,38466.74999999918
2026-06-30,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-01,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-02,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-03,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-06,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-07,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-08,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-09,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-10,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-13,202456.8679999993,-22026.04399999952,38466.74999999918
2026-07-14,202456.8679999993,-22026.04399999952,38466.74999999918
