datetime,IM.CFFEX
2025-12-23,804789.1799999963
2025-12-24,804789.1799999963
2025-12-25,804789.1799999963
2025-12-26,804789.1799999963
2025-12-29,804789.1799999963
2025-12-30,804789.1799999963
2025-12-31,804789.1799999963
2026-01-05,804789.1799999963
2026-01-06,804789.1799999963
2026-01-07,804789.1799999963
2026-01-08,804789.1799999963
2026-01-09,804789.1799999963
2026-01-12,804789.1799999963
2026-01-13,804789.1799999963
2026-01-14,804789.1799999963
2026-01-15,804789.1799999963
2026-01-16,804789.1799999963
2026-01-19,804789.1799999963
2026-01-20,804789.1799999963
2026-01-21,804789.1799999963
2026-01-22,804789.1799999963
2026-01-23,804789.1799999963
2026-01-26,804789.1799999963
2026-01-27,804789.1799999963
2026-01-28,804789.1799999963
2026-01-29,804789.1799999963
2026-01-30,804789.1799999963
2026-02-02,804789.1799999963
2026-02-03,775525.5959999961
2026-02-04,782965.5959999958
2026-02-05,784645.5959999964
2026-02-06,785125.595999996
2026-02-09,796405.5959999966
2026-02-10,792325.595999996
2026-02-11,778405.5959999955
2026-02-12,780325.595999996
2026-02-13,794005.5959999955
2026-02-24,785605.5959999955
2026-02-25,782965.5959999968
2026-02-26,812725.595999996
2026-02-27,834085.595999995
2026-03-02,824965.5959999945
2026-03-03,809125.595999996
2026-03-04,820165.5959999957
2026-03-05,835525.595999996
2026-03-06,844885.595999995
2026-03-09,857365.5959999957
2026-03-10,846325.595999996
2026-03-11,861685.5959999962
2026-03-12,874165.5959999969
2026-03-13,876085.5959999962
2026-03-16,877505.6519999953
2026-03-17,877505.6519999953
2026-03-18,877505.6519999953
2026-03-19,877505.6519999953
2026-03-20,877505.6519999953
2026-03-23,877505.6519999953
2026-03-24,877505.6519999953
2026-03-25,877505.6519999953
2026-03-26,877505.6519999953
2026-03-27,877505.6519999953
2026-03-30,877505.6519999953
2026-03-31,877505.6519999953
2026-04-01,877505.6519999953
2026-04-02,877505.6519999953
2026-04-03,877505.6519999953
2026-04-07,877505.6519999953
2026-04-08,877505.6519999953
2026-04-09,877505.6519999953
2026-04-10,877505.6519999953
2026-04-13,877505.6519999953
2026-04-14,877505.6519999953
2026-04-15,877505.6519999953
2026-04-16,877505.6519999953
2026-04-17,877505.6519999953
2026-04-20,877505.6519999953
2026-04-21,877505.6519999953
2026-04-22,877505.6519999953
2026-04-23,877505.6519999953
2026-04-24,877505.6519999953
2026-04-27,877505.6519999953
2026-04-28,877505.6519999953
2026-04-29,877505.6519999953
2026-04-30,877505.6519999953
2026-05-06,877505.6519999953
2026-05-07,884624.6719999964
2026-05-08,888024.6719999961
2026-05-11,894424.6719999957
2026-05-12,895824.6719999954
2026-05-13,892024.6719999961
2026-05-14,890624.6719999947
2026-05-15,888824.6719999972
2026-05-18,898424.6719999958
2026-05-19,905024.6719999962
2026-05-20,907024.6719999962
2026-05-21,891224.6719999969
2026-05-22,905424.6719999958
